,Country,Date,Confirmed,Active,Deaths,Recovered
638,Czechia,3/16/20,298,295,0,3
639,Czechia,3/17/20,396,393,0,3
640,Czechia,3/18/20,464,461,0,3
641,Czechia,3/19/20,694,691,0,3
642,Czechia,3/2/20,3,3,0,0
643,Czechia,3/3/20,5,5,0,0
644,Czechia,3/4/20,8,8,0,0
645,Czechia,3/5/20,12,12,0,0
646,Czechia,3/6/20,18,18,0,0
647,Czechia,3/7/20,19,19,0,0
648,Czechia,3/8/20,31,31,0,0
649,Czechia,3/9/20,31,31,0,0
650,Democratic Republic of the Congo,3/11/20,1,1,0,0
651,Democratic Republic of the Congo,3/12/20,1,1,0,0
652,Democratic Republic of the Congo,3/13/20,2,2,0,0
653,Democratic Republic of the Congo,3/14/20,2,2,0,0
654,Democratic Republic of the Congo,3/15/20,3,3,0,0
655,Democratic Republic of the Congo,3/16/20,3,3,0,0
656,Democratic Republic of the Congo,3/17/20,4,4,0,0
657,Democratic Republic of the Congo,3/18/20,5,5,0,0
658,Democratic Republic of the Congo,3/19/20,17,17,0,0
659,Denmark,2/27/20,1,1,0,0
660,Denmark,2/28/20,1,1,0,0
661,Denmark,2/29/20,3,3,0,0
662,Denmark,3/1/20,4,4,0,0
663,Denmark,3/10/20,262,261,0,1
664,Denmark,3/11/20,442,441,0,1
665,Denmark,3/12/20,615,614,0,1
666,Denmark,3/13/20,801,800,0,1
667,Denmark,3/14/20,827,825,1,1
668,Denmark,3/15/20,864,861,2,1
669,Denmark,3/16/20,914,910,3,1
670,Denmark,3/17/20,977,972,4,1
671,Denmark,3/18/20,1057,1052,4,1
672,Denmark,3/19/20,1151,1144,6,1
673,Denmark,3/2/20,4,4,0,0
674,Denmark,3/3/20,6,6,0,0
675,Denmark,3/4/20,10,10,0,0
676,Denmark,3/5/20,10,10,0,0
677,Denmark,3/6/20,23,22,0,1
678,Denmark,3/7/20,23,22,0,1
679,Denmark,3/8/20,35,34,0,1
680,Denmark,3/9/20,90,89,0,1
681,Djibouti,3/18/20,1,1,0,0
682,Djibouti,3/19/20,1,1,0,0
683,Dominican Republic,3/1/20,1,1,0,0
684,Dominican Republic,3/10/20,5,5,0,0
685,Dominican Republic,3/11/20,5,5,0,0
686,Dominican Republic,3/12/20,5,5,0,0
687,Dominican Republic,3/13/20,5,5,0,0
688,Dominican Republic,3/14/20,11,11,0,0
689,Dominican Republic,3/15/20,11,11,0,0
690,Dominican Republic,3/16/20,11,11,0,0
691,Dominican Republic,3/17/20,21,20,1,0
692,Dominican Republic,3/18/20,21,20,1,0
693,Dominican Republic,3/19/20,34,32,2,0
694,Dominican Republic,3/2/20,1,1,0,0
695,Dominican Republic,3/3/20,1,1,0,0
696,Dominican Republic,3/4/20,1,1,0,0
697,Dominican Republic,3/5/20,1,1,0,0
698,Dominican Republic,3/6/20,2,2,0,0
699,Dominican Republic,3/7/20,2,2,0,0
700,Dominican Republic,3/8/20,5,5,0,0
701,Dominican Republic,3/9/20,5,5,0,0
702,Ecuador,3/1/20,6,6,0,0
703,Ecuador,3/10/20,15,15,0,0
704,Ecuador,3/11/20,17,17,0,0
705,Ecuador,3/12/20,17,17,0,0
706,Ecuador,3/13/20,17,17,0,0
707,Ecuador,3/14/20,28,26,2,0
708,Ecuador,3/15/20,28,26,2,0
709,Ecuador,3/16/20,37,35,2,0
710,Ecuador,3/17/20,58,56,2,0
711,Ecuador,3/18/20,111,109,2,0
712,Ecuador,3/19/20,199,196,3,0
713,Ecuador,3/2/20,6,6,0,0
714,Ecuador,3/3/20,7,7,0,0
715,Ecuador,3/4/20,10,10,0,0
716,Ecuador,3/5/20,13,13,0,0
717,Ecuador,3/6/20,13,13,0,0
718,Ecuador,3/7/20,13,13,0,0
719,Ecuador,3/8/20,14,14,0,0
720,Ecuador,3/9/20,15,15,0,0
721,Egypt,2/14/20,1,1,0,0
722,Egypt,2/15/20,1,1,0,0
723,Egypt,2/16/20,1,1,0,0
724,Egypt,2/17/20,1,1,0,0
725,Egypt,2/18/20,1,1,0,0
726,Egypt,2/19/20,1,1,0,0
727,Egypt,2/20/20,1,1,0,0
728,Egypt,2/21/20,1,1,0,0
729,Egypt,2/22/20,1,1,0,0
730,Egypt,2/23/20,1,1,0,0
731,Egypt,2/24/20,1,1,0,0
732,Egypt,2/25/20,1,1,0,0
733,Egypt,2/26/20,1,1,0,0
734,Egypt,2/27/20,1,1,0,0
735,Egypt,2/28/20,1,0,0,1
736,Egypt,2/29/20,1,0,0,1
737,Egypt,3/1/20,2,1,0,1
738,Egypt,3/10/20,59,57,1,1
739,Egypt,3/11/20,60,32,1,27
740,Egypt,3/12/20,67,39,1,27
741,Egypt,3/13/20,80,51,2,27
742,Egypt,3/14/20,109,80,2,27
743,Egypt,3/15/20,110,87,2,21
744,Egypt,3/16/20,150,121,2,27
745,Egypt,3/17/20,196,160,4,32
746,Egypt,3/18/20,196,158,6,32
747,Egypt,3/19/20,256,218,6,32
748,Egypt,3/2/20,2,1,0,1
749,Egypt,3/3/20,2,1,0,1
750,Egypt,3/4/20,2,1,0,1
751,Egypt,3/5/20,3,2,0,1
752,Egypt,3/6/20,15,14,0,1
753,Egypt,3/7/20,15,14,0,1
754,Egypt,3/8/20,49,47,1,1
755,Egypt,3/9/20,55,53,1,1
756,El Salvador,3/19/20,1,1,0,0
757,Equatorial Guinea,3/15/20,1,1,0,0
758,Equatorial Guinea,3/16/20,1,1,0,0
759,Equatorial Guinea,3/17/20,1,1,0,0
760,Equatorial Guinea,3/18/20,4,4,0,0
761,Equatorial Guinea,3/19/20,6,6,0,0
762,Estonia,2/27/20,1,1,0,0
763,Estonia,2/28/20,1,1,0,0
764,Estonia,2/29/20,1,1,0,0
765,Estonia,3/1/20,1,1,0,0
766,Estonia,3/10/20,12,12,0,0
767,Estonia,3/11/20,16,16,0,0
768,Estonia,3/12/20,16,16,0,0
769,Estonia,3/13/20,79,79,0,0
770,Estonia,3/14/20,115,115,0,0
771,Estonia,3/15/20,171,170,0,1
772,Estonia,3/16/20,205,204,0,1
773,Estonia,3/17/20,225,224,0,1
774,Estonia,3/18/20,258,257,0,1
775,Estonia,3/19/20,267,266,0,1
776,Estonia,3/2/20,1,1,0,0
777,Estonia,3/3/20,2,2,0,0
778,Estonia,3/4/20,2,2,0,0
779,Estonia,3/5/20,3,3,0,0
780,Estonia,3/6/20,10,10,0,0
781,Estonia,3/7/20,10,10,0,0
782,Estonia,3/8/20,10,10,0,0
783,Estonia,3/9/20,10,10,0,0
784,Ethiopia,3/13/20,1,1,0,0
785,Ethiopia,3/14/20,1,1,0,0
786,Ethiopia,3/15/20,1,1,0,0
787,Ethiopia,3/16/20,5,5,0,0
788,Ethiopia,3/17/20,5,5,0,0
789,Ethiopia,3/18/20,6,6,0,0
790,Ethiopia,3/19/20,6,6,0,0
791,Fiji,3/19/20,1,1,0,0
792,Finland,1/29/20,1,1,0,0
793,Finland,1/30/20,1,1,0,0
794,Finland,1/31/20,1,1,0,0
795,Finland,2/1/20,1,1,0,0
796,Finland,2/10/20,1,1,0,0
797,Finland,2/11/20,1,1,0,0
798,Finland,2/12/20,1,0,0,1
799,Finland,2/13/20,1,0,0,1
800,Finland,2/14/20,1,0,0,1
801,Finland,2/15/20,1,0,0,1
802,Finland,2/16/20,1,0,0,1
803,Finland,2/17/20,1,0,0,1
804,Finland,2/18/20,1,0,0,1
805,Finland,2/19/20,1,0,0,1
806,Finland,2/2/20,1,1,0,0
807,Finland,2/20/20,1,0,0,1
808,Finland,2/21/20,1,0,0,1
809,Finland,2/22/20,1,0,0,1
810,Finland,2/23/20,1,0,0,1
811,Finland,2/24/20,1,0,0,1
812,Finland,2/25/20,1,0,0,1
813,Finland,2/26/20,2,1,0,1
814,Finland,2/27/20,2,1,0,1
815,Finland,2/28/20,2,1,0,1
816,Finland,2/29/20,3,2,0,1
817,Finland,2/3/20,1,1,0,0
818,Finland,2/4/20,1,1,0,0
819,Finland,2/5/20,1,1,0,0
820,Finland,2/6/20,1,1,0,0
821,Finland,2/7/20,1,1,0,0
822,Finland,2/8/20,1,1,0,0
823,Finland,2/9/20,1,1,0,0
824,Finland,3/1/20,6,5,0,1
825,Finland,3/10/20,40,39,0,1
826,Finland,3/11/20,59,58,0,1
827,Finland,3/12/20,59,58,0,1
828,Finland,3/13/20,155,154,0,1
829,Finland,3/14/20,225,224,0,1
830,Finland,3/15/20,244,234,0,10
831,Finland,3/16/20,277,267,0,10
832,Finland,3/17/20,321,311,0,10
833,Finland,3/18/20,336,326,0,10
834,Finland,3/19/20,400,390,0,10
835,Finland,3/2/20,6,5,0,1
836,Finland,3/3/20,6,5,0,1
837,Finland,3/4/20,6,5,0,1
838,Finland,3/5/20,12,11,0,1
839,Finland,3/6/20,15,14,0,1
840,Finland,3/7/20,15,14,0,1
841,Finland,3/8/20,23,22,0,1
842,Finland,3/9/20,30,29,0,1
843,France,1/24/20,2,2,0,0
844,France,1/25/20,3,3,0,0
845,France,1/26/20,3,3,0,0
846,France,1/27/20,3,3,0,0
847,France,1/28/20,4,4,0,0
848,France,1/29/20,5,5,0,0
849,France,1/30/20,5,5,0,0
850,France,1/31/20,5,5,0,0
851,France,2/1/20,6,6,0,0
852,France,2/10/20,11,11,0,0
853,France,2/11/20,11,11,0,0
854,France,2/12/20,11,9,0,2
855,France,2/13/20,11,9,0,2
856,France,2/14/20,11,9,0,2
857,France,2/15/20,12,7,1,4
858,France,2/16/20,12,7,1,4
859,France,2/17/20,12,7,1,4
860,France,2/18/20,12,7,1,4
861,France,2/19/20,12,7,1,4
862,France,2/2/20,6,6,0,0
863,France,2/20/20,12,7,1,4
864,France,2/21/20,12,7,1,4
865,France,2/22/20,12,7,1,4
866,France,2/23/20,12,7,1,4
867,France,2/24/20,12,7,1,4
868,France,2/25/20,14,2,1,11
869,France,2/26/20,18,5,2,11
870,France,2/27/20,38,25,2,11
871,France,2/28/20,57,44,2,11
872,France,2/29/20,101,87,2,12
873,France,2/3/20,6,6,0,0
874,France,2/4/20,6,6,0,0
875,France,2/5/20,6,6,0,0
876,France,2/6/20,6,6,0,0
877,France,2/7/20,6,6,0,0
878,France,2/8/20,11,11,0,0
879,France,2/9/20,11,11,0,0
880,France,3/1/20,131,117,2,12
881,France,3/10/20,1791,1746,33,12
882,France,3/11/20,2288,2228,48,12
883,France,3/12/20,2289,2228,48,13
884,France,3/13/20,3669,3578,79,12
885,France,3/14/20,4477,4373,91,13
886,France,3/15/20,4509,4405,91,13
887,France,3/16/20,6653,6492,148,13
888,France,3/17/20,7709,7548,148,13
889,France,3/18/20,9100,8939,148,13
890,France,3/19/20,10942,10686,243,13
891,France,3/2/20,193,178,3,12
892,France,3/3/20,206,190,4,12
893,France,3/4/20,287,271,4,12
894,France,3/5/20,379,361,6,12
895,France,3/6/20,655,634,9,12
896,France,3/7/20,956,933,11,12
897,France,3/8/20,1133,1102,19,12
898,France,3/9/20,1216,1185,19,12
899,Gabon,3/14/20,1,1,0,0
900,Gabon,3/15/20,1,1,0,0
901,Gabon,3/16/20,1,1,0,0
902,Gabon,3/17/20,1,1,0,0
903,Gabon,3/18/20,1,1,0,0
904,Gabon,3/19/20,1,1,0,0
905,Gambia,3/17/20,1,1,0,0
906,Gambia,3/18/20,1,1,0,0
907,Gambia,3/19/20,1,1,0,0
908,Georgia,2/26/20,1,1,0,0
909,Georgia,2/27/20,1,1,0,0
910,Georgia,2/28/20,1,1,0,0
911,Georgia,2/29/20,1,1,0,0
912,Georgia,3/1/20,3,3,0,0
913,Georgia,3/10/20,15,15,0,0
914,Georgia,3/11/20,24,24,0,0
915,Georgia,3/12/20,24,24,0,0
916,Georgia,3/13/20,25,25,0,0
917,Georgia,3/14/20,30,30,0,0
918,Georgia,3/15/20,33,33,0,0
919,Georgia,3/16/20,33,32,0,1
920,Georgia,3/17/20,34,33,0,1
921,Georgia,3/18/20,38,37,0,1
922,Georgia,3/19/20,40,39,0,1
923,Georgia,3/2/20,3,3,0,0
924,Georgia,3/3/20,3,3,0,0
925,Georgia,3/4/20,3,3,0,0
926,Georgia,3/5/20,4,4,0,0
927,Georgia,3/6/20,4,4,0,0
928,Georgia,3/7/20,4,4,0,0
929,Georgia,3/8/20,13,13,0,0
930,Georgia,3/9/20,15,15,0,0
931,Germany,1/27/20,1,1,0,0
932,Germany,1/28/20,4,4,0,0
933,Germany,1/29/20,4,4,0,0
934,Germany,1/30/20,4,4,0,0
935,Germany,1/31/20,5,5,0,0
936,Germany,2/1/20,8,8,0,0
937,Germany,2/10/20,14,14,0,0
938,Germany,2/11/20,16,16,0,0
939,Germany,2/12/20,16,16,0,0
940,Germany,2/13/20,16,15,0,1
941,Germany,2/14/20,16,15,0,1
942,Germany,2/15/20,16,15,0,1
943,Germany,2/16/20,16,15,0,1
944,Germany,2/17/20,16,15,0,1
945,Germany,2/18/20,16,4,0,12
946,Germany,2/19/20,16,4,0,12
947,Germany,2/2/20,10,10,0,0
948,Germany,2/20/20,16,4,0,12
949,Germany,2/21/20,16,2,0,14
950,Germany,2/22/20,16,2,0,14
951,Germany,2/23/20,16,2,0,14
952,Germany,2/24/20,16,2,0,14
953,Germany,2/25/20,17,3,0,14
954,Germany,2/26/20,27,12,0,15
955,Germany,2/27/20,46,30,0,16
956,Germany,2/28/20,48,32,0,16
957,Germany,2/29/20,79,63,0,16
958,Germany,2/3/20,12,12,0,0
959,Germany,2/4/20,12,12,0,0
960,Germany,2/5/20,12,12,0,0
961,Germany,2/6/20,12,12,0,0
962,Germany,2/7/20,13,13,0,0
963,Germany,2/8/20,13,13,0,0
964,Germany,2/9/20,14,14,0,0
965,Germany,3/1/20,130,114,0,16
966,Germany,3/10/20,1457,1437,2,18
967,Germany,3/11/20,1908,1880,3,25
968,Germany,3/12/20,2078,2050,3,25
969,Germany,3/13/20,3675,3622,7,46
970,Germany,3/14/20,4585,4530,9,46
971,Germany,3/15/20,5795,5738,11,46
972,Germany,3/16/20,7272,7188,17,67
973,Germany,3/17/20,9257,9166,24,67
974,Germany,3/18/20,12327,12194,28,105
975,Germany,3/19/20,15320,15163,44,113
976,Germany,3/2/20,159,143,0,16
977,Germany,3/3/20,196,180,0,16
978,Germany,3/4/20,262,246,0,16
979,Germany,3/5/20,482,466,0,16
980,Germany,3/6/20,670,653,0,17
981,Germany,3/7/20,799,781,0,18
982,Germany,3/8/20,1040,1022,0,18
983,Germany,3/9/20,1176,1156,2,18
984,Ghana,3/14/20,3,3,0,0
985,Ghana,3/15/20,6,6,0,0
986,Ghana,3/16/20,6,6,0,0
987,Ghana,3/17/20,7,7,0,0
988,Ghana,3/18/20,7,7,0,0
989,Ghana,3/19/20,11,11,0,0
990,Greece,2/26/20,1,1,0,0
991,Greece,2/27/20,3,3,0,0
992,Greece,2/28/20,4,4,0,0
993,Greece,2/29/20,4,4,0,0
994,Greece,3/1/20,7,7,0,0
995,Greece,3/10/20,89,89,0,0
996,Greece,3/11/20,99,98,1,0
997,Greece,3/12/20,99,98,1,0
998,Greece,3/13/20,190,189,1,0
999,Greece,3/14/20,228,217,3,8
1000,Greece,3/15/20,331,319,4,8
1001,Greece,3/16/20,331,319,4,8
1002,Greece,3/17/20,387,374,5,8
1003,Greece,3/18/20,418,405,5,8
1004,Greece,3/19/20,418,404,6,8
1005,Greece,3/2/20,7,7,0,0
1006,Greece,3/3/20,7,7,0,0
1007,Greece,3/4/20,9,9,0,0
1008,Greece,3/5/20,31,31,0,0
1009,Greece,3/6/20,45,45,0,0
1010,Greece,3/7/20,46,46,0,0
1011,Greece,3/8/20,73,73,0,0
1012,Greece,3/9/20,73,73,0,0
1013,Greenland,3/16/20,1,1,0,0
1014,Greenland,3/17/20,1,1,0,0
1015,Greenland,3/18/20,1,1,0,0
1016,Greenland,3/19/20,2,2,0,0
1017,Guatemala,3/14/20,1,1,0,0
1018,Guatemala,3/15/20,1,1,0,0
1019,Guatemala,3/16/20,2,1,1,0
1020,Guatemala,3/17/20,6,5,1,0
1021,Guatemala,3/18/20,6,5,1,0
1022,Guatemala,3/19/20,9,8,1,0
1023,Guinea,3/13/20,1,1,0,0
1024,Guinea,3/14/20,1,1,0,0
1025,Guinea,3/15/20,1,1,0,0
1026,Guinea,3/16/20,1,1,0,0
1027,Guinea,3/17/20,1,1,0,0
1028,Guinea,3/18/20,1,1,0,0
1029,Guinea,3/19/20,1,1,0,0
1030,Guyana,3/12/20,1,0,1,0
1031,Guyana,3/13/20,1,0,1,0
1032,Guyana,3/14/20,1,0,1,0
1033,Guyana,3/15/20,4,3,1,0
1034,Guyana,3/16/20,4,3,1,0
1035,Guyana,3/17/20,7,6,1,0
1036,Guyana,3/18/20,7,6,1,0
1037,Guyana,3/19/20,7,6,1,0
1038,Honduras,3/11/20,2,2,0,0
1039,Honduras,3/12/20,2,2,0,0
1040,Honduras,3/13/20,2,2,0,0
1041,Honduras,3/14/20,2,2,0,0
1042,Honduras,3/15/20,3,3,0,0
1043,Honduras,3/16/20,6,6,0,0
1044,Honduras,3/17/20,8,8,0,0
1045,Honduras,3/18/20,9,9,0,0
1046,Honduras,3/19/20,12,12,0,0
1047,Hungary,3/10/20,9,9,0,0
1048,Hungary,3/11/20,13,13,0,0
1049,Hungary,3/12/20,13,13,0,0
1050,Hungary,3/13/20,19,19,0,0
1051,Hungary,3/14/20,30,29,0,1
1052,Hungary,3/15/20,32,30,1,1
1053,Hungary,3/16/20,39,37,1,1
1054,Hungary,3/17/20,50,47,1,2
1055,Hungary,3/18/20,58,55,1,2
1056,Hungary,3/19/20,73,70,1,2
1057,Hungary,3/4/20,2,2,0,0
1058,Hungary,3/5/20,2,2,0,0
1059,Hungary,3/6/20,2,2,0,0
1060,Hungary,3/7/20,4,4,0,0
1061,Hungary,3/8/20,7,7,0,0
1062,Hungary,3/9/20,9,9,0,0
1063,Iceland,2/28/20,1,1,0,0
1064,Iceland,2/29/20,1,1,0,0
1065,Iceland,3/1/20,3,3,0,0
1066,Iceland,3/10/20,69,68,0,1
1067,Iceland,3/11/20,85,84,0,1
1068,Iceland,3/12/20,103,102,0,1
1069,Iceland,3/13/20,134,133,0,1
1070,Iceland,3/14/20,156,155,0,1
1071,Iceland,3/15/20,171,158,5,8
1072,Iceland,3/16/20,180,180,0,0
1073,Iceland,3/17/20,220,219,1,0
1074,Iceland,3/18/20,250,244,1,5
1075,Iceland,3/19/20,330,324,1,5
1076,Iceland,3/2/20,6,6,0,0
1077,Iceland,3/3/20,11,11,0,0
1078,Iceland,3/4/20,26,26,0,0
1079,Iceland,3/5/20,34,34,0,0
1080,Iceland,3/6/20,43,43,0,0
1081,Iceland,3/7/20,50,50,0,0
1082,Iceland,3/8/20,50,50,0,0
1083,Iceland,3/9/20,58,58,0,0
1084,India,1/30/20,1,1,0,0
1085,India,1/31/20,1,1,0,0
1086,India,2/1/20,1,1,0,0
1087,India,2/10/20,3,3,0,0
1088,India,2/11/20,3,3,0,0
1089,India,2/12/20,3,3,0,0
1090,India,2/13/20,3,3,0,0
1091,India,2/14/20,3,3,0,0
1092,India,2/15/20,3,3,0,0
1093,India,2/16/20,3,0,0,3
1094,India,2/17/20,3,0,0,3
1095,India,2/18/20,3,0,0,3
1096,India,2/19/20,3,0,0,3
1097,India,2/2/20,2,2,0,0
1098,India,2/20/20,3,0,0,3
1099,India,2/21/20,3,0,0,3
1100,India,2/22/20,3,0,0,3
1101,India,2/23/20,3,0,0,3
1102,India,2/24/20,3,0,0,3
1103,India,2/25/20,3,0,0,3
1104,India,2/26/20,3,0,0,3
1105,India,2/27/20,3,0,0,3
1106,India,2/28/20,3,0,0,3
1107,India,2/29/20,3,0,0,3
1108,India,2/3/20,3,3,0,0
1109,India,2/4/20,3,3,0,0
1110,India,2/5/20,3,3,0,0
1111,India,2/6/20,3,3,0,0
1112,India,2/7/20,3,3,0,0
1113,India,2/8/20,3,3,0,0
1114,India,2/9/20,3,3,0,0
1115,India,3/1/20,3,0,0,3
1116,India,3/10/20,56,52,0,4
1117,India,3/11/20,62,57,1,4
1118,India,3/12/20,73,68,1,4
1119,India,3/13/20,82,76,2,4
1120,India,3/14/20,102,96,2,4
1121,India,3/15/20,113,98,2,13
1122,India,3/16/20,119,104,2,13
1123,India,3/17/20,142,125,3,14
1124,India,3/18/20,156,139,3,14
1125,India,3/19/20,194,175,4,15
1126,India,3/2/20,5,2,0,3
1127,India,3/3/20,5,2,0,3
1128,India,3/4/20,28,25,0,3
1129,India,3/5/20,30,27,0,3
1130,India,3/6/20,31,28,0,3
1131,India,3/7/20,34,31,0,3
1132,India,3/8/20,39,36,0,3
1133,India,3/9/20,43,40,0,3
1134,Indonesia,3/10/20,27,25,0,2
1135,Indonesia,3/11/20,34,31,1,2
1136,Indonesia,3/12/20,34,31,1,2
1137,Indonesia,3/13/20,69,63,4,2
1138,Indonesia,3/14/20,96,83,5,8
1139,Indonesia,3/15/20,117,104,5,8
1140,Indonesia,3/16/20,134,121,5,8
1141,Indonesia,3/17/20,172,159,5,8
1142,Indonesia,3/18/20,227,197,19,11
1143,Indonesia,3/19/20,311,275,25,11
1144,Indonesia,3/2/20,2,2,0,0
1145,Indonesia,3/3/20,2,2,0,0
1146,Indonesia,3/4/20,2,2,0,0
1147,Indonesia,3/5/20,2,2,0,0
1148,Indonesia,3/6/20,4,4,0,0
1149,Indonesia,3/7/20,4,4,0,0
1150,Indonesia,3/8/20,6,6,0,0
1151,Indonesia,3/9/20,19,19,0,0
1152,Iran,2/19/20,2,0,2,0
1153,Iran,2/20/20,5,3,2,0
1154,Iran,2/21/20,18,14,4,0
1155,Iran,2/22/20,28,23,5,0
1156,Iran,2/23/20,43,35,8,0
1157,Iran,2/24/20,61,49,12,0
1158,Iran,2/25/20,95,79,16,0
1159,Iran,2/26/20,139,71,19,49
1160,Iran,2/27/20,245,170,26,49
1161,Iran,2/28/20,388,281,34,73
1162,Iran,2/29/20,593,427,43,123
1163,Iran,3/1/20,978,749,54,175
1164,Iran,3/10/20,8042,5020,291,2731
1165,Iran,3/11/20,9000,5687,354,2959
1166,Iran,3/12/20,10075,6687,429,2959
1167,Iran,3/13/20,11364,7891,514,2959
1168,Iran,3/14/20,12729,9159,611,2959
1169,Iran,3/15/20,13938,8624,724,4590
1170,Iran,3/16/20,14991,9548,853,4590
1171,Iran,3/17/20,16169,9792,988,5389
1172,Iran,3/18/20,17361,10837,1135,5389
1173,Iran,3/19/20,18407,11413,1284,5710
1174,Iran,3/2/20,1501,1144,66,291
1175,Iran,3/3/20,2336,1968,77,291
1176,Iran,3/4/20,2922,2278,92,552
1177,Iran,3/5/20,3513,2667,107,739
1178,Iran,3/6/20,4747,3710,124,913
1179,Iran,3/7/20,5823,4009,145,1669
1180,Iran,3/8/20,6566,4238,194,2134
1181,Iran,3/9/20,7161,4530,237,2394
1182,Iraq,2/24/20,1,1,0,0
1183,Iraq,2/25/20,1,1,0,0
1184,Iraq,2/26/20,5,5,0,0
1185,Iraq,2/27/20,7,7,0,0
1186,Iraq,2/28/20,7,7,0,0
1187,Iraq,2/29/20,13,13,0,0
1188,Iraq,3/1/20,19,19,0,0
1189,Iraq,3/10/20,71,61,7,3
1190,Iraq,3/11/20,71,49,7,15
1191,Iraq,3/12/20,71,48,8,15
1192,Iraq,3/13/20,101,68,9,24
1193,Iraq,3/14/20,110,74,10,26
1194,Iraq,3/15/20,116,80,10,26
1195,Iraq,3/16/20,124,88,10,26
1196,Iraq,3/17/20,154,111,11,32
1197,Iraq,3/18/20,164,109,12,43
1198,Iraq,3/19/20,192,136,13,43
1199,Iraq,3/2/20,26,26,0,0
1200,Iraq,3/3/20,32,32,0,0
1201,Iraq,3/4/20,35,33,2,0
1202,Iraq,3/5/20,35,33,2,0
1203,Iraq,3/6/20,40,37,3,0
1204,Iraq,3/7/20,54,50,4,0
1205,Iraq,3/8/20,60,54,6,0
1206,Iraq,3/9/20,60,51,6,3
1207,Ireland,2/29/20,1,1,0,0
1208,Ireland,3/1/20,1,1,0,0
1209,Ireland,3/10/20,34,34,0,0
1210,Ireland,3/11/20,43,42,1,0
1211,Ireland,3/12/20,43,42,1,0
1212,Ireland,3/13/20,90,89,1,0
1213,Ireland,3/14/20,129,127,2,0
1214,Ireland,3/15/20,129,127,2,0
1215,Ireland,3/16/20,169,167,2,0
1216,Ireland,3/17/20,223,216,2,5
1217,Ireland,3/18/20,292,285,2,5
1218,Ireland,3/19/20,557,549,3,5
1219,Ireland,3/2/20,1,1,0,0
1220,Ireland,3/3/20,2,2,0,0
1221,Ireland,3/4/20,6,6,0,0
1222,Ireland,3/5/20,6,6,0,0
1223,Ireland,3/6/20,18,18,0,0
1224,Ireland,3/7/20,18,18,0,0
1225,Ireland,3/8/20,19,19,0,0
1226,Ireland,3/9/20,21,21,0,0
1227,Israel,2/21/20,1,1,0,0
1228,Israel,2/22/20,1,1,0,0
1229,Israel,2/23/20,1,1,0,0
1230,Israel,2/24/20,1,1,0,0
1231,Israel,2/25/20,1,1,0,0
1232,Israel,2/26/20,2,2,0,0
1233,Israel,2/27/20,3,2,0,1
1234,Israel,2/28/20,4,3,0,1
1235,Israel,2/29/20,7,6,0,1
1236,Israel,3/1/20,10,9,0,1
1237,Israel,3/10/20,83,79,0,4
1238,Israel,3/11/20,109,105,0,4
1239,Israel,3/12/20,131,127,0,4
1240,Israel,3/13/20,161,157,0,4
1241,Israel,3/14/20,193,189,0,4
1242,Israel,3/15/20,251,247,0,4
1243,Israel,3/16/20,255,251,0,4
1244,Israel,3/17/20,337,326,0,11
1245,Israel,3/18/20,433,422,0,11
1246,Israel,3/19/20,677,666,0,11
1247,Israel,3/2/20,10,9,0,1
1248,Israel,3/3/20,12,11,0,1
1249,Israel,3/4/20,15,14,0,1
1250,Israel,3/5/20,20,19,0,1
1251,Israel,3/6/20,37,35,0,2
1252,Israel,3/7/20,43,41,0,2
1253,Israel,3/8/20,61,59,0,2
1254,Israel,3/9/20,61,59,0,2
1255,Italy,1/31/20,2,2,0,0
1256,Italy,2/1/20,2,2,0,0
1257,Italy,2/10/20,3,3,0,0
1258,Italy,2/11/20,3,3,0,0
1259,Italy,2/12/20,3,3,0,0
1260,Italy,2/13/20,3,3,0,0
1261,Italy,2/14/20,3,3,0,0
1262,Italy,2/15/20,3,3,0,0
1263,Italy,2/16/20,3,3,0,0
1264,Italy,2/17/20,3,3,0,0
1265,Italy,2/18/20,3,3,0,0
1266,Italy,2/19/20,3,3,0,0
1267,Italy,2/2/20,2,2,0,0
1268,Italy,2/20/20,3,3,0,0
1269,Italy,2/21/20,20,19,1,0
1270,Italy,2/22/20,62,59,2,1
1271,Italy,2/23/20,155,150,3,2
1272,Italy,2/24/20,229,221,7,1
1273,Italy,2/25/20,322,311,10,1
1274,Italy,2/26/20,453,438,12,3
1275,Italy,2/27/20,656,594,17,45
1276,Italy,2/28/20,889,822,21,46
1277,Italy,2/29/20,1129,1054,29,46
1278,Italy,2/3/20,2,2,0,0
1279,Italy,2/4/20,2,2,0,0
1280,Italy,2/5/20,2,2,0,0
1281,Italy,2/6/20,2,2,0,0
1282,Italy,2/7/20,3,3,0,0
1283,Italy,2/8/20,3,3,0,0
1284,Italy,2/9/20,3,3,0,0
1285,Italy,3/1/20,1695,1578,34,83
1286,Italy,3/10/20,10201,8844,633,724
1287,Italy,3/11/20,12525,10651,829,1045
1288,Italy,3/12/20,12532,10657,830,1045
1289,Italy,3/13/20,17741,15031,1271,1439
1290,Italy,3/14/20,21238,17822,1446,1970
1291,Italy,3/15/20,24849,20696,1814,2339
1292,Italy,3/16/20,28090,23172,2165,2753
1293,Italy,3/17/20,31616,26161,2510,2945
1294,Italy,3/18/20,35833,28815,2989,4029
1295,Italy,3/19/20,41155,33295,3416,4444
1296,Italy,3/2/20,2044,1843,52,149
1297,Italy,3/3/20,2512,2272,80,160
